utt_id,session,pass,was_corrected,hypothesis,script_text,verbatim_text,verbatim_substitutions,verbatim_deletions,verbatim_insertions,verbatim_reference_length,verbatim_wer,verbatim_alignment,script_substitutions,script_deletions,script_insertions,script_reference_length,script_wer,script_alignment
s01_B_natural_C012,s01,B_natural,False,Send a photo to the choir group chat,Send a photo to the choir group chat.,Send a photo to the choir group chat.,0,0,0,8,0.0,send a photo to the choir group chat,0,0,0,8,0.0,send a photo to the choir group chat
s01_B_natural_C013,s01,B_natural,False,Show me my calendar for next Thursday,Show me my calendar for next Thursday.,Show me my calendar for next Thursday.,0,0,0,7,0.0,show me my calendar for next thursday,0,0,0,7,0.0,show me my calendar for next thursday
s01_B_natural_C014,s01,B_natural,False,Convert 80°F to Celsius,Convert eighty degrees Fahrenheit to Celsius.,Convert eighty degrees Fahrenheit to Celsius.,1,0,0,6,0.1667,convert eighty degrees [fahrenheit->f] to celsius,1,0,0,6,0.1667,convert eighty degrees [fahrenheit->f] to celsius
s01_B_natural_C015,s01,B_natural,False,Skip to the next song,Skip to the next song.,Skip to the next song.,0,0,0,5,0.0,skip to the next song,0,0,0,5,0.0,skip to the next song
s01_B_natural_C016,s01,B_natural,False,What's the score of the Mets game,What's the score of the Mets game?,What's the score of the Mets game?,0,0,0,7,0.0,what's the score of the mets game,0,0,0,7,0.0,what's the score of the mets game
s01_B_natural_C017,s01,B_natural,False,Set an alarm for 6:45,Set an alarm for six forty-five.,Set an alarm for six forty-five.,0,0,0,7,0.0,set an alarm for six forty five,0,0,0,7,0.0,set an alarm for six forty five
s01_B_natural_C018,s01,B_natural,False,Find a Ramen place open past midnight,Find a ramen place open past midnight.,Find a ramen place open past midnight.,0,0,0,7,0.0,find a ramen place open past midnight,0,0,0,7,0.0,find a ramen place open past midnight
s01_B_natural_C019,s01,B_natural,False,Read my last message from,Read my last message from Anjali.,Read my last message from Anjali.,0,1,0,6,0.1667,read my last message from [-anjali],0,1,0,6,0.1667,read my last message from [-anjali]
s01_B_natural_C020,s01,B_natural,False,How do you say thank you in Japanese,How do you say thank you in Japanese?,How do you say thank you in Japanese?,0,0,0,8,0.0,how do you say thank you in japanese,0,0,0,8,0.0,how do you say thank you in japanese
s01_B_natural_C021,s01,B_natural,False,Start a workout on my watch,Start a workout on my watch.,Start a workout on my watch.,0,0,0,6,0.0,start a workout on my watch,0,0,0,6,0.0,start a workout on my watch
s01_B_natural_C022,s01,B_natural,False,Cancel my reminder about the dentist,Cancel my reminder about the dentist.,Cancel my reminder about the dentist.,0,0,0,6,0.0,cancel my reminder about the dentist,0,0,0,6,0.0,cancel my reminder about the dentist
s01_B_natural_C023,s01,B_natural,False,Take a note about the pitch,Take a note about the pitch analysis.,Take a note about the pitch analysis.,0,1,0,7,0.1429,take a note about the pitch [-analysis],0,1,0,7,0.1429,take a note about the pitch [-analysis]
s01_B_natural_C024,s01,B_natural,False,What is 20% of $43,What is twenty percent of forty-three dollars?,What is twenty percent of forty-three dollars?,0,0,0,8,0.0,what is twenty percent of forty three dollars,0,0,0,8,0.0,what is twenty percent of forty three dollars
s01_B_natural_C025,s01,B_natural,False,Turn the volume down a little,Turn the volume down a little.,Turn the volume down a little.,0,0,0,6,0.0,turn the volume down a little,0,0,0,6,0.0,turn the volume down a little
s01_B_natural_C026,s01,B_natural,True,Open the Pratt documentation in Safari,Open the Praat documentation in Safari.,Open the Praat documentation in Safari.,1,0,0,6,0.1667,open the [praat->pratt] documentation in safari,1,0,0,6,0.1667,open the [praat->pratt] documentation in safari
s01_B_natural_C027,s01,B_natural,False,Schedule a meeting for Friday afternoon,Schedule a meeting for Friday afternoon.,Schedule a meeting for Friday afternoon.,0,0,0,6,0.0,schedule a meeting for friday afternoon,0,0,0,6,0.0,schedule a meeting for friday afternoon
s01_B_natural_C028,s01,B_natural,False,Is it going to rain this evening,Is it going to rain this evening?,Is it going to rain this evening?,0,0,0,7,0.0,is it going to rain this evening,0,0,0,7,0.0,is it going to rain this evening
s01_B_natural_C029,s01,B_natural,False,Play something quiet while study,Play something quiet while I study.,Play something quiet while I study.,0,1,0,6,0.1667,play something quiet while [-i] study,0,1,0,6,0.1667,play something quiet while [-i] study
s01_B_natural_C030,s01,B_natural,False,Delete the last voice memo,Delete the last voice memo.,Delete the last voice memo.,0,0,0,5,0.0,delete the last voice memo,0,0,0,5,0.0,delete the last voice memo
s01_B_natural_C031,s01,B_natural,False,What's the fastest way to Morningside Heights,What's the fastest way to Morningside Heights?,What's the fastest way to Morningside Heights?,0,0,0,7,0.0,what's the fastest way to morningside heights,0,0,0,7,0.0,what's the fastest way to morningside heights
s01_B_natural_C032,s01,B_natural,False,Add wisteria trellis to my shopping list,Add a wisteria trellis to my shopping list.,Add a wisteria trellis to my shopping list.,0,1,0,8,0.125,add [-a] wisteria trellis to my shopping list,0,1,0,8,0.125,add [-a] wisteria trellis to my shopping list
s01_B_natural_C033,s01,B_natural,False,Tell me a joke about lings,Tell me a joke about linguists.,Tell me a joke about linguists.,1,0,0,6,0.1667,tell me a joke about [linguists->lings],1,0,0,6,0.1667,tell me a joke about [linguists->lings]
s01_B_natural_C034,s01,B_natural,True,Show me photos of Cape,Show me photos from Cape Cod.,Show me photos of Cape Caw.,0,1,0,6,0.1667,show me photos of cape [-caw],1,1,0,6,0.3333,show me photos [from->of] cape [-cod]
s01_B_natural_C035,s01,B_natural,False,How many days until September 1,How many days until September first?,How many days until September first?,1,0,0,6,0.1667,how many days until september [first->one],1,0,0,6,0.1667,how many days until september [first->one]
s01_B_natural_C036,s01,B_natural,False,Turn on do not disturb until noon,Turn on do not disturb until noon.,Turn on do not disturb until noon.,0,0,0,7,0.0,turn on do not disturb until noon,0,0,0,7,0.0,turn on do not disturb until noon
s01_B_natural_C037,s01,B_natural,False,Where is the nearest pharmacy,Where is the nearest pharmacy?,Where is the nearest pharmacy?,0,0,0,5,0.0,where is the nearest pharmacy,0,0,0,5,0.0,where is the nearest pharmacy
s01_B_natural_C038,s01,B_natural,False,Email the lab about the annotation deadline,Email the lab about the annotation deadline.,Email the lab about the annotation deadline.,0,0,0,7,0.0,email the lab about the annotation deadline,0,0,0,7,0.0,email the lab about the annotation deadline
s01_B_natural_C039,s01,B_natural,False,What's on my agenda morning,What's on my agenda this morning?,What's on my agenda this morning?,0,1,0,6,0.1667,what's on my agenda [-this] morning,0,1,0,6,0.1667,what's on my agenda [-this] morning
s01_B_natural_C040,s01,B_natural,False,Play White Noise for 30 minutes,Play white noise for thirty minutes.,Play white noise for thirty minutes.,0,0,0,6,0.0,play white noise for thirty minutes,0,0,0,6,0.0,play white noise for thirty minutes
s01_B_natural_D001,s01,B_natural,False,The old bridge grown under the weight of the truck,The old bridge groaned under the weight of the truck.,The old bridge groaned under the weight of the truck.,1,0,0,10,0.1,the old bridge [groaned->grown] under the weight of the truck,1,0,0,10,0.1,the old bridge [groaned->grown] under the weight of the truck
s01_B_natural_D002,s01,B_natural,False,She poured the vinegar into a shallow glass dish,She poured the vinegar into a shallow glass dish.,She poured the vinegar into a shallow glass dish.,0,0,0,9,0.0,she poured the vinegar into a shallow glass dish,0,0,0,9,0.0,she poured the vinegar into a shallow glass dish
s01_B_natural_D003,s01,B_natural,False,Seven zebras wandered across the dusty road,Seven zebras wandered across the dusty road.,Seven zebras wandered across the dusty road.,0,0,0,7,0.0,seven zebras wandered across the dusty road,0,0,0,7,0.0,seven zebras wandered across the dusty road
s01_B_natural_D004,s01,B_natural,False,My grandmother kept her symbols in a wooden box,My grandmother kept her thimbles in a wooden box.,My grandmother kept her thimbles in a wooden box.,1,0,0,9,0.1111,my grandmother kept her [thimbles->symbols] in a wooden box,1,0,0,9,0.1111,my grandmother kept her [thimbles->symbols] in a wooden box
s01_B_natural_D005,s01,B_natural,False,The judge asked for silence in the crowded room,The judge asked for silence in the crowded room.,The judge asked for silence in the crowded room.,0,0,0,9,0.0,the judge asked for silence in the crowded room,0,0,0,9,0.0,the judge asked for silence in the crowded room
s01_B_natural_D006,s01,B_natural,False,Thick fog settled over the harbor before,Thick fog settled over the harbor before dawn.,Thick fog settled over the harbor before dawn.,0,1,0,8,0.125,thick fog settled over the harbor before [-dawn],0,1,0,8,0.125,thick fog settled over the harbor before [-dawn]
s01_B_natural_D007,s01,B_natural,False,He measured the flower twice and still got it,He measured the flour twice and still got it wrong.,He measured the flour twice and still got it wrong.,1,1,0,10,0.2,he measured the [flour->flower] twice and still got it [-wrong],1,1,0,10,0.2,he measured the [flour->flower] twice and still got it [-wrong]
s01_B_natural_D008,s01,B_natural,False,Purple thistles grew along the railway embankment,Purple thistles grew along the railway embankment.,Purple thistles grew along the railway embankment.,0,0,0,7,0.0,purple thistles grew along the railway embankment,0,0,0,7,0.0,purple thistles grew along the railway embankment
s01_B_natural_D009,s01,B_natural,False,The choir rehearse the same passage 11 times,The choir rehearsed the same passage eleven times.,The choir rehearsed the same passage eleven times.,1,0,0,8,0.125,the choir [rehearsed->rehearse] the same passage eleven times,1,0,0,8,0.125,the choir [rehearsed->rehearse] the same passage eleven times
s01_B_natural_D010,s01,B_natural,False,A single moth circled the porch light all evening,A single moth circled the porch light all evening.,A single moth circled the porch light all evening.,0,0,0,9,0.0,a single moth circled the porch light all evening,0,0,0,9,0.0,a single moth circled the porch light all evening
s01_B_natural_D011,s01,B_natural,False,They shipped the equipment in reinforced crate,They shipped the equipment in reinforced crates.,They shipped the equipment in reinforced crates.,1,0,0,7,0.1429,they shipped the equipment in reinforced [crates->crate],1,0,0,7,0.1429,they shipped the equipment in reinforced [crates->crate]
s01_B_natural_D012,s01,B_natural,True,The tide pulled the small boat towards the,The tide pulled the small boat toward the rocks.,The tide pulled the small boat towards the rocks.,0,1,0,9,0.1111,the tide pulled the small boat towards the [-rocks],1,1,0,9,0.2222,the tide pulled the small boat [toward->towards] the [-rocks]
s01_B_natural_D013,s01,B_natural,False,Cinnamon and clove filled the kitchen with warm,Cinnamon and cloves filled the kitchen with warmth.,Cinnamon and cloves filled the kitchen with warmth.,2,0,0,8,0.25,cinnamon and [cloves->clove] filled the kitchen with [warmth->warm],2,0,0,8,0.25,cinnamon and [cloves->clove] filled the kitchen with [warmth->warm]
s01_B_natural_D014,s01,B_natural,False,Nobody remembered who had locked the back,Nobody remembered who had locked the back door.,Nobody remembered who had locked the back door.,0,1,0,8,0.125,nobody remembered who had locked the back [-door],0,1,0,8,0.125,nobody remembered who had locked the back [-door]
s01_B_natural_D015,s01,B_natural,False,The librarian stamped each card with quiet pression,The librarian stamped each card with quiet precision.,The librarian stamped each card with quiet precision.,1,0,0,8,0.125,the librarian stamped each card with quiet [precision->pression],1,0,0,8,0.125,the librarian stamped each card with quiet [precision->pression]
s01_B_natural_D016,s01,B_natural,False,Wet leaves clogged the gutter above the window,Wet leaves clogged the gutter above the window.,Wet leaves clogged the gutter above the window.,0,0,0,8,0.0,wet leaves clogged the gutter above the window,0,0,0,8,0.0,wet leaves clogged the gutter above the window
s01_B_natural_D017,s01,B_natural,False,I bought a secondhand bicycle for $40,I bought a secondhand bicycle for forty dollars.,I bought a secondhand bicycle for forty dollars.,0,0,0,8,0.0,i bought a secondhand bicycle for forty dollars,0,0,0,8,0.0,i bought a secondhand bicycle for forty dollars
s01_B_natural_D018,s01,B_natural,False,The mountain village looked empty in the photograph,The mountain village looked empty in the photograph.,The mountain village looked empty in the photograph.,0,0,0,8,0.0,the mountain village looked empty in the photograph,0,0,0,8,0.0,the mountain village looked empty in the photograph
s01_B_natural_D019,s01,B_natural,False,Three sparrows fought over across the bread,Three sparrows fought over a crust of bread.,Three sparrows fought over a crust of bread.,2,1,0,8,0.375,three sparrows fought over [-a] [crust->across] [of->the] bread,2,1,0,8,0.375,three sparrows fought over [-a] [crust->across] [of->the] bread
s01_B_natural_D020,s01,B_natural,False,His youngest brother plays trumpet in the marching band,His youngest brother plays trumpet in the marching band.,His youngest brother plays trumpet in the marching band.,0,0,0,9,0.0,his youngest brother plays trumpet in the marching band,0,0,0,9,0.0,his youngest brother plays trumpet in the marching band
s01_B_natural_D021,s01,B_natural,False,The recipe called for saffron which we could not find,"The recipe called for saffron, which we could not find.","The recipe called for saffron, which we could not find.",0,0,0,10,0.0,the recipe called for saffron which we could not find,0,0,0,10,0.0,the recipe called for saffron which we could not find
s01_B_natural_D022,s01,B_natural,False,Snow buried defense post by early January,Snow buried the fence posts by early January.,Snow buried the fence posts by early January.,2,1,0,8,0.375,snow buried [-the] [fence->defense] [posts->post] by early january,2,1,0,8,0.375,snow buried [-the] [fence->defense] [posts->post] by early january
s01_B_natural_D023,s01,B_natural,False,She wrote the whole essay on a borrowed laptop,She wrote the whole essay on a borrowed laptop.,She wrote the whole essay on a borrowed laptop.,0,0,0,9,0.0,she wrote the whole essay on a borrowed laptop,0,0,0,9,0.0,she wrote the whole essay on a borrowed laptop
s01_B_natural_D024,s01,B_natural,False,The engine cost wants and then went silent,The engine coughed once and then went silent.,The engine coughed once and then went silent.,2,0,0,8,0.25,the engine [coughed->cost] [once->wants] and then went silent,2,0,0,8,0.25,the engine [coughed->cost] [once->wants] and then went silent
s01_B_natural_D025,s01,B_natural,False,Amber lights spilled across the polished floor,Amber light spilled across the polished floorboards.,Amber light spilled across the polished floorboards.,2,0,0,7,0.2857,amber [light->lights] spilled across the polished [floorboards->floor],2,0,0,7,0.2857,amber [light->lights] spilled across the polished [floorboards->floor]
s01_B_natural_D026,s01,B_natural,False,We watched the storm move east across the Valley,We watched the storm move east across the valley.,We watched the storm move east across the valley.,0,0,0,9,0.0,we watched the storm move east across the valley,0,0,0,9,0.0,we watched the storm move east across the valley
s01_B_natural_D027,s01,B_natural,False,The tailor pinned the hem with practice finger,The tailor pinned the hem with practiced fingers.,The tailor pinned the hem with practiced fingers.,2,0,0,8,0.25,the tailor pinned the hem with [practiced->practice] [fingers->finger],2,0,0,8,0.25,the tailor pinned the hem with [practiced->practice] [fingers->finger]
s01_B_natural_D028,s01,B_natural,False,Salt crusted the windows of the beach,Salt crusted the windows of the beach house.,Salt crusted the windows of the beach house.,0,1,0,8,0.125,salt crusted the windows of the beach [-house],0,1,0,8,0.125,salt crusted the windows of the beach [-house]
s01_B_natural_D029,s01,B_natural,False,Their apartment smelled faintly of turpentine,Their apartment smelled faintly of turpentine.,Their apartment smelled faintly of turpentine.,0,0,0,6,0.0,their apartment smelled faintly of turpentine,0,0,0,6,0.0,their apartment smelled faintly of turpentine
s01_B_natural_D030,s01,B_natural,True,A heron stood motionless on the edge of the pond,A heron stood motionless at the edge of the pond.,A heron stood motionless on the edge of the pond.,0,0,0,10,0.0,a heron stood motionless on the edge of the pond,1,0,0,10,0.1,a heron stood motionless [at->on] the edge of the pond
s01_B_natural_D031,s01,B_natural,False,The clock in the hallway runs about four minutes fast,The clock in the hallway runs about four minutes fast.,The clock in the hallway runs about four minutes fast.,0,0,0,10,0.0,the clock in the hallway runs about four minutes fast,0,0,0,10,0.0,the clock in the hallway runs about four minutes fast
s01_B_natural_D032,s01,B_natural,False,He folded the newspaper and set it on the table,He folded the newspaper and set it on the table.,He folded the newspaper and set it on the table.,0,0,0,10,0.0,he folded the newspaper and set it on the table,0,0,0,10,0.0,he folded the newspaper and set it on the table
s01_B_natural_D033,s01,B_natural,False,Bright green algae covered the surface of the,Bright green algae covered the surface of the water.,Bright green algae covered the surface of the water.,0,1,0,9,0.1111,bright green algae covered the surface of the [-water],0,1,0,9,0.1111,bright green algae covered the surface of the [-water]
s01_B_natural_D034,s01,B_natural,False,The children traded stickers during the long bus ride,The children traded stickers during the long bus ride.,The children traded stickers during the long bus ride.,0,0,0,9,0.0,the children traded stickers during the long bus ride,0,0,0,9,0.0,the children traded stickers during the long bus ride
s01_B_natural_D035,s01,B_natural,False,Rain hammered the tin roof for most of the night,Rain hammered the tin roof for most of the night.,Rain hammered the tin roof for most of the night.,0,0,0,10,0.0,rain hammered the tin roof for most of the night,0,0,0,10,0.0,rain hammered the tin roof for most of the night
s01_B_natural_F001,s01,B_natural,False,I don't really know what she was thinking,"I don't really know what she was thinking, honestly.","I don't really know what she was thinking, honestly.",0,1,0,9,0.1111,i don't really know what she was thinking [-honestly],0,1,0,9,0.1111,i don't really know what she was thinking [-honestly]
s01_B_natural_F002,s01,B_natural,False,We ended up walking the whole way home anyway,"We ended up walking the whole way home, anyway.","We ended up walking the whole way home, anyway.",0,0,0,9,0.0,we ended up walking the whole way home anyway,0,0,0,9,0.0,we ended up walking the whole way home anyway
s01_B_natural_F003,s01,B_natural,False,It was one of those afternoons where nothing happened at all,It was one of those afternoons where nothing happened at all.,It was one of those afternoons where nothing happened at all.,0,0,0,11,0.0,it was one of those afternoons where nothing happened at all,0,0,0,11,0.0,it was one of those afternoons where nothing happened at all
s01_B_natural_F004,s01,B_natural,False,He said he'd call back but he never really,"He said he'd call back, but he never really did.","He said he'd call back, but he never really did.",0,1,0,10,0.1,he said he'd call back but he never really [-did],0,1,0,10,0.1,he said he'd call back but he never really [-did]
s01_B_natural_F005,s01,B_natural,False,The whole thing fell apart before anyone noticed apparently,"The whole thing fell apart before anyone noticed, apparently.","The whole thing fell apart before anyone noticed, apparently.",0,0,0,9,0.0,the whole thing fell apart before anyone noticed apparently,0,0,0,9,0.0,the whole thing fell apart before anyone noticed apparently
s01_B_natural_F006,s01,B_natural,False,I guess that's just how it goes sometime,I guess that's just how it goes sometimes.,I guess that's just how it goes sometimes.,1,0,0,8,0.125,i guess that's just how it goes [sometimes->sometime],1,0,0,8,0.125,i guess that's just how it goes [sometimes->sometime]
s01_B_natural_F007,s01,B_natural,False,She left the party early and nobody said anything,She left the party early and nobody said anything.,She left the party early and nobody said anything.,0,0,0,9,0.0,she left the party early and nobody said anything,0,0,0,9,0.0,she left the party early and nobody said anything
s01_B_natural_F008,s01,B_natural,False,It's not that I mind it's just kind of strange,"It's not that I mind, it's just kind of strange.","It's not that I mind, it's just kind of strange.",0,0,0,10,0.0,it's not that i mind it's just kind of strange,0,0,0,10,0.0,it's not that i mind it's just kind of strange
s01_B_natural_F009,s01,B_natural,True,They moved out to Oregon a couple years ago,They moved out to Oregon a couple of years ago.,They moved out to Oregon a couple years ago.,0,0,0,9,0.0,they moved out to oregon a couple years ago,0,1,0,10,0.1,they moved out to oregon a couple [-of] years ago
s01_B_natural_F010,s01,B_natural,False,Nothing about that story adds up if you think about it,"Nothing about that story adds up, if you think about it.","Nothing about that story adds up, if you think about it.",0,0,0,11,0.0,nothing about that story adds up if you think about it,0,0,0,11,0.0,nothing about that story adds up if you think about it
s01_B_natural_F011,s01,B_natural,True,I've been meaning to write back for a while now,I'd been meaning to write back for a while now.,I've been meaning to write back for a while now.,0,0,0,10,0.0,i've been meaning to write back for a while now,1,0,0,10,0.1,[i'd->i've] been meaning to write back for a while now
s01_B_natural_F012,s01,B_natural,False,We sat there in the car for maybe 20,We sat there in the car for maybe twenty minutes.,We sat there in the car for maybe twenty minutes.,0,1,0,10,0.1,we sat there in the car for maybe twenty [-minutes],0,1,0,10,0.1,we sat there in the car for maybe twenty [-minutes]
s01_B_natural_F013,s01,B_natural,False,He's been doing that same job for 11 years,He's been doing that same job for eleven years.,He's been doing that same job for eleven years.,0,0,0,9,0.0,he's been doing that same job for eleven years,0,0,0,9,0.0,he's been doing that same job for eleven years
s01_B_natural_F014,s01,B_natural,False,It rained the entire week we were on the island,It rained the entire week we were on the island.,It rained the entire week we were on the island.,0,0,0,10,0.0,it rained the entire week we were on the island,0,0,0,10,0.0,it rained the entire week we were on the island
s01_B_natural_F015,s01,B_natural,False,I never learned how to swim which is embarrassing,"I never learned how to swim, which is embarrassing.","I never learned how to swim, which is embarrassing.",0,0,0,9,0.0,i never learned how to swim which is embarrassing,0,0,0,9,0.0,i never learned how to swim which is embarrassing
s01_B_natural_F016,s01,B_natural,False,That's pretty much all anyone talked about after work,That's pretty much all anyone talked about afterward.,That's pretty much all anyone talked about afterward.,1,0,1,8,0.25,that's pretty much all anyone talked about [+after] [afterward->work],1,0,1,8,0.25,that's pretty much all anyone talked about [+after] [afterward->work]
s01_B_natural_F017,s01,B_natural,False,She kept apologizing even though it wasn't her,She kept apologizing even though it wasn't her fault.,She kept apologizing even though it wasn't her fault.,0,1,0,9,0.1111,she kept apologizing even though it wasn't her [-fault],0,1,0,9,0.1111,she kept apologizing even though it wasn't her [-fault]
s01_B_natural_F018,s01,B_natural,False,The apartment was smaller than we expected obviously,"The apartment was smaller than we expected, obviously.","The apartment was smaller than we expected, obviously.",0,0,0,8,0.0,the apartment was smaller than we expected obviously,0,0,0,8,0.0,the apartment was smaller than we expected obviously
s01_B_natural_F019,s01,B_natural,False,I think I left my keys somewhere in the stairwell,I think I left my keys somewhere in the stairwell.,I think I left my keys somewhere in the stairwell.,0,0,0,10,0.0,i think i left my keys somewhere in the stairwell,0,0,0,10,0.0,i think i left my keys somewhere in the stairwell
s01_B_natural_F020,s01,B_natural,False,It turned out fine more or less in the end,"It turned out fine, more or less, in the end.","It turned out fine, more or less, in the end.",0,0,0,10,0.0,it turned out fine more or less in the end,0,0,0,10,0.0,it turned out fine more or less in the end
s01_B_natural_F021,s01,B_natural,False,Nobody warned us about the traffic on the way in,Nobody warned us about the traffic on the way in.,Nobody warned us about the traffic on the way in.,0,0,0,10,0.0,nobody warned us about the traffic on the way in,0,0,0,10,0.0,nobody warned us about the traffic on the way in
s01_B_natural_F022,s01,B_natural,False,He mentioned it once and then never brought it up again,He mentioned it once and then never brought it up again.,He mentioned it once and then never brought it up again.,0,0,0,11,0.0,he mentioned it once and then never brought it up again,0,0,0,11,0.0,he mentioned it once and then never brought it up again
s01_B_natural_F023,s01,B_natural,False,It's we were both too tired to argue about it,We were both too tired to argue about it anymore.,We were both too tired to argue about it anymore.,0,1,1,10,0.2,[+it's] we were both too tired to argue about it [-anymore],0,1,1,10,0.2,[+it's] we were both too tired to argue about it [-anymore]
s01_B_natural_F024,s01,B_natural,False,I've been putting that conversation off for months,I've been putting that conversation off for months.,I've been putting that conversation off for months.,0,0,0,8,0.0,i've been putting that conversation off for months,0,0,0,8,0.0,i've been putting that conversation off for months
s01_B_natural_F025,s01,B_natural,False,It felt like the longest week of the entire summer,It felt like the longest week of the entire summer.,It felt like the longest week of the entire summer.,0,0,0,10,0.0,it felt like the longest week of the entire summer,0,0,0,10,0.0,it felt like the longest week of the entire summer
s01_C_creak_C001,s01,C_creak,False,Set a timer for 12 minutes,Set a timer for twelve minutes.,Set a timer for twelve minutes.,0,0,0,6,0.0,set a timer for twelve minutes,0,0,0,6,0.0,set a timer for twelve minutes
s01_C_creak_C002,s01,C_creak,False,Text Marcus that I'm running late,Text Marcus that I'm running late.,Text Marcus that I'm running late.,0,0,0,6,0.0,text marcus that i'm running late,0,0,0,6,0.0,text marcus that i'm running late
s01_C_creak_C003,s01,C_creak,False,What's the weather in Newton tomorrow,What's the weather in Newton tomorrow?,What's the weather in Newton tomorrow?,0,0,0,6,0.0,what's the weather in newton tomorrow,0,0,0,6,0.0,what's the weather in newton tomorrow
s01_C_creak_C004,s01,C_creak,True,Play the new Noah Kahan album,Play the new Noah Kahan album.,Play the new Noah Kahn album,1,0,0,6,0.1667,play the new noah [kahn->kahan] album,0,0,0,6,0.0,play the new noah kahan album
s01_C_creak_C005,s01,C_creak,False,Remind me to email my advisor on Monday,Remind me to email my advisor on Monday.,Remind me to email my advisor on Monday.,0,0,0,8,0.0,remind me to email my advisor on monday,0,0,0,8,0.0,remind me to email my advisor on monday
s01_C_creak_C006,s01,C_creak,False,How long is the flight to Tokyo,How long is the flight to Tokyo?,How long is the flight to Tokyo?,0,0,0,7,0.0,how long is the flight to tokyo,0,0,0,7,0.0,how long is the flight to tokyo
s01_C_creak_C007,s01,C_creak,False,Add oat milk to my grocery list,Add oat milk to my grocery list.,Add oat milk to my grocery list.,0,0,0,7,0.0,add oat milk to my grocery list,0,0,0,7,0.0,add oat milk to my grocery list
s01_C_creak_C008,s01,C_creak,False,Call the gelato shop in Orchard Street,Call the gelato shop on Orchard Street.,Call the gelato shop on Orchard Street.,1,0,0,7,0.1429,call the gelato shop [on->in] orchard street,1,0,0,7,0.1429,call the gelato shop [on->in] orchard street
s01_C_creak_C009,s01,C_creak,False,Turn off the bedroom lights,Turn off the bedroom lights.,Turn off the bedroom lights.,0,0,0,5,0.0,turn off the bedroom lights,0,0,0,5,0.0,turn off the bedroom lights
s01_C_creak_C010,s01,C_creak,False,What time does the library close today,What time does the library close today?,What time does the library close today?,0,0,0,7,0.0,what time does the library close today,0,0,0,7,0.0,what time does the library close today
s01_C_creak_C011,s01,C_creak,False,Navigate to Grand Central term,Navigate to Grand Central Terminal.,Navigate to Grand Central Terminal.,1,0,0,5,0.2,navigate to grand central [terminal->term],1,0,0,5,0.2,navigate to grand central [terminal->term]
s01_C_creak_C012,s01,C_creak,False,Send a photo to the choir group chat,Send a photo to the choir group chat.,Send a photo to the choir group chat.,0,0,0,8,0.0,send a photo to the choir group chat,0,0,0,8,0.0,send a photo to the choir group chat
s01_C_creak_C013,s01,C_creak,False,Show me my calendar for next Thursday,Show me my calendar for next Thursday.,Show me my calendar for next Thursday.,0,0,0,7,0.0,show me my calendar for next thursday,0,0,0,7,0.0,show me my calendar for next thursday
s01_C_creak_C014,s01,C_creak,False,Convert 80°F to,Convert eighty degrees Fahrenheit to Celsius.,Convert eighty degrees Fahrenheit to Celsius.,1,1,0,6,0.3333,convert eighty degrees [fahrenheit->f] to [-celsius],1,1,0,6,0.3333,convert eighty degrees [fahrenheit->f] to [-celsius]
s01_C_creak_C015,s01,C_creak,False,Skip to the next song,Skip to the next song.,Skip to the next song.,0,0,0,5,0.0,skip to the next song,0,0,0,5,0.0,skip to the next song
s01_C_creak_C016,s01,C_creak,False,What's the score of the Mets game,What's the score of the Mets game?,What's the score of the Mets game?,0,0,0,7,0.0,what's the score of the mets game,0,0,0,7,0.0,what's the score of the mets game
s01_C_creak_C017,s01,C_creak,False,Set an alarm for 6:45,Set an alarm for six forty-five.,Set an alarm for six forty-five.,0,0,0,7,0.0,set an alarm for six forty five,0,0,0,7,0.0,set an alarm for six forty five
s01_C_creak_C018,s01,C_creak,False,Find a Ramen place open past midnight,Find a ramen place open past midnight.,Find a ramen place open past midnight.,0,0,0,7,0.0,find a ramen place open past midnight,0,0,0,7,0.0,find a ramen place open past midnight
s01_C_creak_C019,s01,C_creak,False,Read my last message from Anjali,Read my last message from Anjali.,Read my last message from Anjali.,0,0,0,6,0.0,read my last message from anjali,0,0,0,6,0.0,read my last message from anjali
s01_C_creak_C020,s01,C_creak,False,How do you say thank you in Japanese,How do you say thank you in Japanese?,How do you say thank you in Japanese?,0,0,0,8,0.0,how do you say thank you in japanese,0,0,0,8,0.0,how do you say thank you in japanese
s01_C_creak_C021,s01,C_creak,False,Start a workout on my watch,Start a workout on my watch.,Start a workout on my watch.,0,0,0,6,0.0,start a workout on my watch,0,0,0,6,0.0,start a workout on my watch
s01_C_creak_C022,s01,C_creak,False,Cancel my reminder about the dentist,Cancel my reminder about the dentist.,Cancel my reminder about the dentist.,0,0,0,6,0.0,cancel my reminder about the dentist,0,0,0,6,0.0,cancel my reminder about the dentist
s01_C_creak_C023,s01,C_creak,False,Take a note about the picture analysis,Take a note about the pitch analysis.,Take a note about the pitch analysis.,1,0,0,7,0.1429,take a note about the [pitch->picture] analysis,1,0,0,7,0.1429,take a note about the [pitch->picture] analysis
s01_C_creak_C024,s01,C_creak,False,What is 20% of $43,What is twenty percent of forty-three dollars?,What is twenty percent of forty-three dollars?,0,0,0,8,0.0,what is twenty percent of forty three dollars,0,0,0,8,0.0,what is twenty percent of forty three dollars
